Date,ICE Area of Responsibility,ATD Technology,Family Unit - Individual,Number under ATD,Average Days in Program
04/22/2023,Atlanta,SmartLINK,All,4414,515.3
04/22/2023,Atlanta,TR,All,360,1939.5
04/22/2023,Baltimore,All,All,3601,631.6
04/22/2023,Baltimore,GPS,All,65,435.9
04/22/2023,Baltimore,SmartLINK,All,3397,593
04/22/2023,Baltimore,TR,All,139,1665.1
04/22/2023,Boston,All,All,10238,323.2
04/22/2023,Boston,GPS,All,89,273.7
04/22/2023,Boston,SmartLINK,All,10145,323.4
04/22/2023,Boston,TR,All,4,925
04/22/2023,Buffalo,All,All,647,857.1
04/22/2023,Buffalo,GPS,All,10,346.7
04/22/2023,Buffalo,SmartLINK,All,315,249.3
04/22/2023,Buffalo,TR,All,321,1472.2
04/22/2023,Buffalo,No Tech,All,1,7
04/22/2023,Chicago,All,All,14361,633.9
04/22/2023,Chicago,GPS,All,242,536
04/22/2023,Chicago,SmartLINK,All,13137,525
04/22/2023,Chicago,TR,All,981,2118
04/22/2023,Chicago,No Tech,All,1,32
04/22/2023,Dallas,All,All,1801,589.6
04/22/2023,Dallas,GPS,All,76,341
04/22/2023,Dallas,SmartLINK,All,1716,594.6
04/22/2023,Dallas,TR,All,9,1748.2
04/22/2023,Denver,All,All,2777,506.6
04/22/2023,Denver,GPS,All,22,486.9
04/22/2023,Denver,SmartLINK,All,2657,445.7
04/22/2023,Denver,TR,All,98,2163.8
04/22/2023,Detroit,All,All,9716,841.8
04/22/2023,Detroit,GPS,All,48,712.2
04/22/2023,Detroit,SmartLINK,All,8950,723.4
04/22/2023,Detroit,TR,All,718,2325.9
04/22/2023,El Paso,All,All,11271,202.6
04/22/2023,El Paso,GPS,All,94,391.4
04/22/2023,El Paso,SmartLINK,All,7617,173.4
04/22/2023,El Paso,TR,All,338,1300.3
04/22/2023,El Paso,No Tech,All,3222,151.1
04/22/2023,Harlingen,All,All,30690,223.5
04/22/2023,Harlingen,GPS,All,150,376.4
04/22/2023,Harlingen,SmartLINK,All,28880,225.6
04/22/2023,Harlingen,TR,All,8,494.3
04/22/2023,Harlingen,No Tech,All,1652,171.4
04/22/2023,Houston,All,All,3276,323.2
04/22/2023,Houston,GPS,All,327,473.7
04/22/2023,Houston,SmartLINK,All,2945,305.5
04/22/2023,Houston,TR,All,4,1006.8
04/22/2023,Los Angeles,All,All,12782,531.4
04/22/2023,Los Angeles,GPS,All,430,457.8
04/22/2023,Los Angeles,SmartLINK,All,10567,352.4
04/22/2023,Los Angeles,TR,All,1780,1612.6
04/22/2023,Los Angeles,No Tech,All,5,152.2
04/22/2023,Miami,All,All,22268,371.8
04/22/2023,Miami,GPS,All,476,359.8
04/22/2023,Miami,SmartLINK,All,21766,371.3
04/22/2023,Miami,TR,All,21,1202.6
04/22/2023,Miami,No Tech,All,5,12.4
04/22/2023,New Orleans,All,All,4855,566.5
04/22/2023,New Orleans,GPS,All,103,407.6
04/22/2023,New Orleans,SmartLINK,All,4658,549.2
04/22/2023,New Orleans,TR,All,94,1600.3
04/22/2023,New York,All,All,10491,471.6
04/22/2023,New York,GPS,All,349,541.9
04/22/2023,New York,SmartLINK,All,9911,435.2
04/22/2023,New York,TR,All,228,1949.2
04/22/2023,New York,No Tech,All,3,374.3
04/22/2023,Newark,All,All,14963,740.8
04/22/2023,Newark,GPS,All,177,489.3
04/22/2023,Newark,SmartLINK,All,13368,580.1
04/22/2023,Newark,TR,All,1402,2303.2
04/22/2023,Newark,No Tech,All,16,886.7
04/22/2023,Philadelphia,All,All,10022,406.4
04/22/2023,Philadelphia,GPS,All,19,400.9
04/22/2023,Philadelphia,SmartLINK,All,9972,403
04/22/2023,Philadelphia,TR,All,29,1533.5
04/22/2023,Philadelphia,No Tech,All,2,1405
04/22/2023,Phoenix,All,All,11882,176.5
04/22/2023,Phoenix,GPS,All,122,402.1
04/22/2023,Phoenix,SmartLINK,All,11211,175.8
04/22/2023,Phoenix,No Tech,All,549,141
04/22/2023,Salt Lake City,All,All,8726,506
04/22/2023,Salt Lake City,GPS,All,60,722.2
04/22/2023,Salt Lake City,SmartLINK,All,8511,482.9
04/22/2023,Salt Lake City,TR,All,155,1689.3
04/22/2023,San Antonio,All,All,18832,205.4
04/22/2023,San Antonio,GPS,All,98,218.6
04/22/2023,San Antonio,SmartLINK,All,16782,203.8
04/22/2023,San Antonio,TR,All,266,515.1
04/22/2023,San Antonio,No Tech,All,1686,171.5
04/22/2023,San Diego,All,All,9462,258.3
04/22/2023,San Diego,GPS,All,145,991.7
04/22/2023,San Diego,SmartLINK,All,8999,219.5
04/22/2023,San Diego,TR,All,133,2072.2
04/22/2023,San Diego,No Tech,All,185,269.4
04/22/2023,San Francisco,All,All,19940,790.4
04/22/2023,San Francisco,GPS,All,689,474.2
04/22/2023,San Francisco,SmartLINK,All,15871,540.6
04/22/2023,San Francisco,TR,All,3378,2029.1
04/22/2023,San Francisco,No Tech,All,2,300
04/22/2023,Seattle,All,All,7163,681.7
04/22/2023,Seattle,GPS,All,131,184.6
04/22/2023,Seattle,SmartLINK,All,6565,587.7
04/22/2023,Seattle,TR,All,458,2164.5
04/22/2023,Seattle,No Tech,All,9,1016
04/22/2023,St Paul,All,All,3398,913.6
04/22/2023,St Paul,GPS,All,89,637.1
04/22/2023,St Paul,SmartLINK,All,2945,743.4
04/22/2023,St Paul,TR,All,364,2358.5
04/22/2023,Washington DC,All,All,4902,553
04/22/2023,Washington DC,GPS,All,271,552.7
04/22/2023,Washington DC,SmartLINK,All,4606,548
04/22/2023,Washington DC,TR,All,23,1462.5
04/22/2023,Washington DC,No Tech,All,2,1642
04/08/2023,,Total,All,281613,462
04/08/2023,Atlanta,All,All,5091,610.7
04/08/2023,Atlanta,GPS,All,310,516.7
04/08/2023,Atlanta,SmartLINK,All,4411,507.4
04/08/2023,Atlanta,TR,All,370,1921.6
04/08/2023,Baltimore,All,All,3605,624.5
04/08/2023,Baltimore,GPS,All,67,453.9
04/08/2023,Baltimore,SmartLINK,All,3388,582.1
04/08/2023,Baltimore,TR,All,149,1669.3
04/08/2023,Baltimore,No Tech,All,1,42
04/08/2023,Boston,All,All,10407,313.5
04/08/2023,Boston,GPS,All,97,282.2
04/08/2023,Boston,SmartLINK,All,10302,313.6
04/08/2023,Boston,TR,All,5,831.6
04/08/2023,Boston,No Tech,All,3,95.7
04/08/2023,Buffalo,All,All,659,844.7
04/08/2023,Buffalo,GPS,All,7,477.9
04/08/2023,Buffalo,SmartLINK,All,321,238
04/08/2023,Buffalo,TR,All,331,1440.8
04/08/2023,Chicago,All,All,15126,618.9
04/08/2023,Chicago,GPS,All,256,522.4
04/08/2023,Chicago,SmartLINK,All,13819,507.6
04/08/2023,Chicago,TR,All,1047,2113.7
04/08/2023,Chicago,No Tech,All,4,56.8
04/08/2023,Dallas,All,All,1810,581
04/08/2023,Dallas,GPS,All,71,371.7
04/08/2023,Dallas,SmartLINK,All,1729,583.7
04/08/2023,Dallas,TR,All,10,1604
04/08/2023,Denver,All,All,2848,500.6
04/08/2023,Denver,GPS,All,25,453.7
04/08/2023,Denver,SmartLINK,All,2715,433.2
04/08/2023,Denver,TR,All,106,2244.8
04/08/2023,Denver,No Tech,All,2,46
04/08/2023,Detroit,All,All,9731,837.8
04/08/2023,Detroit,GPS,All,48,689.8
04/08/2023,Detroit,SmartLINK,All,8956,719.2
04/08/2023,Detroit,TR,All,727,2308.6
04/08/2023,El Paso,All,All,12877,194.2
04/08/2023,El Paso,GPS,All,108,380.9
04/08/2023,El Paso,SmartLINK,All,8244,174.8
04/08/2023,El Paso,TR,All,344,1285.7
04/08/2023,El Paso,No Tech,All,4181,137.8
04/08/2023,Harlingen,All,All,32202,218.1
04/08/2023,Harlingen,GPS,All,159,367.4
04/08/2023,Harlingen,SmartLINK,All,29881,221.5
04/08/2023,Harlingen,TR,All,8,480.3
04/08/2023,Harlingen,No Tech,All,2154,158.3
04/08/2023,Houston,All,All,3363,306.6
04/08/2023,Houston,GPS,All,329,466.8
04/08/2023,Houston,SmartLINK,All,3029,288.2
04/08/2023,Houston,TR,All,4,992.8
04/08/2023,Houston,No Tech,All,1,392
04/08/2023,Los Angeles,All,All,13449,513.9
04/08/2023,Los Angeles,GPS,All,429,471.9
04/08/2023,Los Angeles,SmartLINK,All,11124,331
04/08/2023,Los Angeles,TR,All,1892,1599.4
04/08/2023,Los Angeles,No Tech,All,4,140.3
04/08/2023,Miami,All,All,22655,364.2
04/08/2023,Miami,GPS,All,496,354.3
04/08/2023,Miami,SmartLINK,All,22133,363.6
04/08/2023,Miami,TR,All,25,1120.3
04/08/2023,Miami,No Tech,All,1,128
04/08/2023,New Orleans,All,All,4921,559.9
04/08/2023,New Orleans,GPS,All,114,427.8
04/08/2023,New Orleans,SmartLINK,All,4700,540
04/08/2023,New Orleans,TR,All,106,1588.9
04/08/2023,New Orleans,No Tech,All,1,12
04/08/2023,New York,All,All,10824,462.4
04/08/2023,New York,GPS,All,350,535.2
04/08/2023,New York,SmartLINK,All,10236,426.5
04/08/2023,New York,TR,All,231,1942.8
04/08/2023,New York,No Tech,All,7,385.7
04/08/2023,Newark,All,All,16120,769
04/08/2023,Newark,GPS,All,188,469.5
04/08/2023,Newark,SmartLINK,All,14506,625.1
04/08/2023,Newark,TR,All,1410,2288.7
04/08/2023,Newark,No Tech,All,16,872.7
04/08/2023,Philadelphia,All,All,10106,401
04/08/2023,Philadelphia,GPS,All,18,374.5
04/08/2023,Philadelphia,SmartLINK,All,10050,397.1
04/08/2023,Philadelphia,TR,All,35,1482.4
04/08/2023,Philadelphia,No Tech,All,3,959.7
04/08/2023,Phoenix,All,All,13305,164.1
04/08/2023,Phoenix,GPS,All,139,391
04/08/2023,Phoenix,SmartLINK,All,12413,163.5
04/08/2023,Phoenix,No Tech,All,753,131
04/08/2023,Salt Lake City,All,All,10315,467.4
04/08/2023,Salt Lake City,GPS,All,62,714.8
04/08/2023,Salt Lake City,SmartLINK,All,10042,445
04/08/2023,Salt Lake City,TR,All,210,1464.3
04/08/2023,Salt Lake City,No Tech,All,1,190
04/08/2023,San Antonio,All,All,20788,199.9
04/08/2023,San Antonio,GPS,All,125,202.1
04/08/2023,San Antonio,SmartLINK,All,18062,198.7
04/08/2023,San Antonio,TR,All,365,484.5
04/08/2023,San Antonio,No Tech,All,2236,163.7
04/08/2023,San Diego,All,All,10199,240.9
04/08/2023,San Diego,GPS,All,154,941.8
04/08/2023,San Diego,SmartLINK,All,9630,203.8
04/08/2023,San Diego,TR,All,140,2060.8
04/08/2023,San Diego,No Tech,All,275,221.8
04/08/2023,San Francisco,All,All,20108,796.6
04/08/2023,San Francisco,GPS,All,661,496.6
04/08/2023,San Francisco,SmartLINK,All,15868,534.1
04/08/2023,San Francisco,TR,All,3575,2018.1
04/08/2023,San Francisco,No Tech,All,4,176
04/08/2023,Seattle,All,All,14345,669.4
04/08/2023,Seattle,GPS,All,252,171.2
04/08/2023,Seattle,SmartLINK,All,13127,572.3
04/08/2023,Seattle,TR,All,945,2146.1
04/08/2023,Seattle,No Tech,All,21,911.6
04/08/2023,St Paul,All,All,6662,932.2
04/08/2023,St Paul,GPS,All,179,648.9
04/08/2023,St Paul,SmartLINK,All,5699,747.3
04/08/2023,St Paul,TR,All,784,2340.9
04/08/2023,Washington DC,All,All,10097,551.1
04/08/2023,Washington DC,GPS,All,550,534.4
04/08/2023,Washington DC,SmartLINK,All,9490,546.3
04/08/2023,Washington DC,TR,All,49,1520.7
04/08/2023,Washington DC,No Tech,All,8,1367.9
03/25/2023,,Total,All,281613,429.3
03/25/2023,Atlanta,All,All,5111,605.5
03/25/2023,Atlanta,GPS,All,317,502
03/25/2023,Atlanta,SmartLINK,All,4417,502.2
03/25/2023,Atlanta,TR,All,377,1902.3
03/25/2023,Baltimore,All,All,3565,628.5
03/25/2023,Baltimore,GPS,All,64,464.6
03/25/2023,Baltimore,SmartLINK,All,3341,581
03/25/2023,Baltimore,TR,All,160,1685.1
03/25/2023,Boston,All,All,10593,307.8
03/25/2023,Boston,GPS,All,107,254.9
03/25/2023,Boston,SmartLINK,All,10478,308.1
03/25/2023,Boston,TR,All,6,789.2
03/25/2023,Boston,No Tech,All,2,118
03/25/2023,Buffalo,All,All,661,836.2
03/25/2023,Buffalo,GPS,All,7,463.9
03/25/2023,Buffalo,SmartLINK,All,324,238.7
03/25/2023,Buffalo,TR,All,330,1430.8
03/25/2023,Chicago,All,All,15396,610.9
03/25/2023,Chicago,GPS,All,255,532.6
03/25/2023,Chicago,SmartLINK,All,14048,496.8
03/25/2023,Chicago,TR,All,1093,2095.2
03/25/2023,Dallas,All,All,1820,581.7
03/25/2023,Dallas,GPS,All,74,325.7
03/25/2023,Dallas,SmartLINK,All,1734,585.8
03/25/2023,Dallas,TR,All,12,1579.3
03/25/2023,Denver,All,All,3140,491.1
03/25/2023,Denver,GPS,All,19,468
03/25/2023,Denver,SmartLINK,All,3006,425.7
03/25/2023,Denver,TR,All,114,2219
03/25/2023,Denver,No Tech,All,1,660
03/25/2023,Detroit,All,All,9748,848.9
03/25/2023,Detroit,GPS,All,49,665.9
03/25/2023,Detroit,SmartLINK,All,8920,724.1
03/25/2023,Detroit,TR,All,779,2290
03/25/2023,El Paso,All,All,14374,187
03/25/2023,El Paso,GPS,All,116,372.6
03/25/2023,El Paso,SmartLINK,All,9044,173.6
03/25/2023,El Paso,TR,All,365,1265.3
03/25/2023,El Paso,No Tech,All,4849,126.5
03/25/2023,Harlingen,All,All,35048,212.4
03/25/2023,Harlingen,GPS,All,166,375.2
03/25/2023,Harlingen,SmartLINK,All,32153,217.4
03/25/2023,Harlingen,TR,All,8,466.3
03/25/2023,Harlingen,No Tech,All,2721,143.6
03/25/2023,Houston,All,All,3303,302.4
03/25/2023,Houston,GPS,All,322,461.8
03/25/2023,Houston,SmartLINK,All,2977,284.2
03/25/2023,Houston,TR,All,4,978.8
03/25/2023,Los Angeles,All,All,13240,526
03/25/2023,Los Angeles,GPS,All,445,478.2
03/25/2023,Los Angeles,SmartLINK,All,10818,334.8
03/25/2023,Los Angeles,TR,All,1970,1587.8
03/25/2023,Los Angeles,No Tech,All,7,133.6
03/25/2023,Miami,All,All,22071,357.5
03/25/2023,Miami,GPS,All,605,391.5
03/25/2023,Miami,SmartLINK,All,21440,355.7
03/25/2023,Miami,TR,All,25,1115.6
03/25/2023,Miami,No Tech,All,1,84
03/25/2023,New Orleans,All,All,4927,557.5
03/25/2023,New Orleans,GPS,All,119,417.6
03/25/2023,New Orleans,SmartLINK,All,4692,536.2
03/25/2023,New Orleans,TR,All,116,1561.1
03/25/2023,New York,All,All,11389,451.8
03/25/2023,New York,GPS,All,322,520.2
03/25/2023,New York,SmartLINK,All,10822,417.9
03/25/2023,New York,TR,All,238,1906.2
03/25/2023,New York,No Tech,All,7,383.3
03/25/2023,Newark,All,All,16505,758.1
03/25/2023,Newark,GPS,All,192,458.7
03/25/2023,Newark,SmartLINK,All,14876,617.3
03/25/2023,Newark,TR,All,1421,2271.9
03/25/2023,Newark,No Tech,All,16,858.7
03/25/2023,Philadelphia,All,All,10013,401.7
03/25/2023,Philadelphia,GPS,All,21,416.6
03/25/2023,Philadelphia,SmartLINK,All,9945,396.2
03/25/2023,Philadelphia,TR,All,45,1562.6
03/25/2023,Philadelphia,No Tech,All,2,1377
03/25/2023,Phoenix,All,All,18701,124.3
03/25/2023,Phoenix,GPS,All,168,386.3
03/25/2023,Phoenix,SmartLINK,All,17532,122.1
03/25/2023,Phoenix,No Tech,All,1001,119.3
03/25/2023,Salt Lake City,All,All,10666,459.4
03/25/2023,Salt Lake City,GPS,All,63,645.4
03/25/2023,Salt Lake City,SmartLINK,All,10342,435.7
03/25/2023,Salt Lake City,TR,All,260,1357.1
03/25/2023,Salt Lake City,No Tech,All,1,116
03/25/2023,San Antonio,All,All,23696,194
03/25/2023,San Antonio,GPS,All,141,188
03/25/2023,San Antonio,SmartLINK,All,20017,194.4
03/25/2023,San Antonio,TR,All,465,476.8
03/25/2023,San Antonio,No Tech,All,3073,149.5
03/25/2023,San Diego,All,All,11933,205.5
03/25/2023,San Diego,GPS,All,169,916
03/25/2023,San Diego,SmartLINK,All,11286,172.4
03/25/2023,San Diego,TR,All,142,2037.3
03/25/2023,San Diego,No Tech,All,336,188.7
03/25/2023,San Francisco,All,All,20197,798.4
03/25/2023,San Francisco,GPS,All,648,510.1
03/25/2023,San Francisco,SmartLINK,All,15856,530.9
03/25/2023,San Francisco,TR,All,3692,1997.6
03/25/2023,San Francisco,No Tech,All,1,458
03/25/2023,Seattle,All,All,7184,665.6
03/25/2023,Seattle,GPS,All,119,181.3
03/25/2023,Seattle,SmartLINK,All,6578,566.8
03/25/2023,Seattle,TR,All,477,2143
03/25/2023,Seattle,No Tech,All,10,899
03/25/2023,St Paul,All,All,3281,943.8
03/25/2023,St Paul,GPS,All,92,665
03/25/2023,St Paul,SmartLINK,All,2792,755
03/25/2023,St Paul,TR,All,397,2335.9
03/25/2023,Washington DC,All,All,5051,552
03/25/2023,Washington DC,GPS,All,274,530.4
03/25/2023,Washington DC,SmartLINK,All,4747,547.1
03/25/2023,Washington DC,TR,All,26,1513.8
03/25/2023,Washington DC,No Tech,All,4,1523.5
03/11/2023,,Total,All,287299,420.9
03/11/2023,Atlanta,All,All,5107,603.4
03/11/2023,Atlanta,GPS,All,324,484.9
03/11/2023,Atlanta,SmartLINK,All,4387,498.9
03/11/2023,Atlanta,TR,All,395,1862.5
03/11/2023,Atlanta,No Tech,All,1,89
03/11/2023,Baltimore,All,All,3587,625.1
03/11/2023,Baltimore,GPS,All,69,438.9
03/11/2023,Baltimore,SmartLINK,All,3351,577
03/11/2023,Baltimore,TR,All,167,1666.8
03/11/2023,Boston,All,All,10627,302.7
03/11/2023,Boston,GPS,All,103,268.2
03/11/2023,Boston,SmartLINK,All,10508,303
03/11/2023,Boston,TR,All,6,775.2
03/11/2023,Boston,No Tech,All,10,73
03/11/2023,Buffalo,All,All,682,821.7
03/11/2023,Buffalo,GPS,All,7,449.9
03/11/2023,Buffalo,SmartLINK,All,335,229.6
03/11/2023,Buffalo,TR,All,340,1412.8
03/11/2023,Chicago,All,All,15487,604.6
03/11/2023,Chicago,GPS,All,257,517.4
03/11/2023,Chicago,SmartLINK,All,14081,486.8
03/11/2023,Chicago,TR,All,1147,2070.7
03/11/2023,Chicago,No Tech,All,2,65.5
03/11/2023,Dallas,All,All,1817,576.7
03/11/2023,Dallas,GPS,All,72,328.6
03/11/2023,Dallas,SmartLINK,All,1717,584.4
03/11/2023,Dallas,TR,All,13,1472.7
03/11/2023,Dallas,No Tech,All,15,110.6
03/11/2023,Denver,All,All,3072,502
03/11/2023,Denver,GPS,All,18,491.8
03/11/2023,Denver,SmartLINK,All,2933,434
03/11/2023,Denver,TR,All,117,2216.5
03/11/2023,Denver,No Tech,All,4,200.8
03/11/2023,Detroit,All,All,9749,854.8
03/11/2023,Detroit,GPS,All,60,667.8
03/11/2023,Detroit,SmartLINK,All,8890,728.1
03/11/2023,Detroit,TR,All,799,2278.2
03/11/2023,El Paso,All,All,15692,179.5
03/11/2023,El Paso,GPS,All,114,392.5
03/11/2023,El Paso,SmartLINK,All,9720,171.9
03/11/2023,El Paso,TR,All,377,1251.9
03/11/2023,El Paso,No Tech,All,5481,114.7
03/11/2023,Harlingen,All,All,36671,200.7
03/11/2023,Harlingen,GPS,All,179,372.9
03/11/2023,Harlingen,SmartLINK,All,33529,205.8
03/11/2023,Harlingen,TR,All,8,452.3
03/11/2023,Harlingen,No Tech,All,2955,131.8
03/11/2023,Houston,All,All,3233,294.6
03/11/2023,Houston,GPS,All,326,456.7
03/11/2023,Houston,SmartLINK,All,2901,275.5
03/11/2023,Houston,TR,All,4,964.8
03/11/2023,Houston,No Tech,All,2,164.5
03/11/2023,Los Angeles,All,All,13394,529.4
03/11/2023,Los Angeles,GPS,All,435,489.5
03/11/2023,Los Angeles,SmartLINK,All,10895,333.8
03/11/2023,Los Angeles,TR,All,2055,1575.7
03/11/2023,Los Angeles,No Tech,All,9,269.2
03/11/2023,Miami,All,All,21759,350.9
03/11/2023,Miami,GPS,All,659,394.4
03/11/2023,Miami,SmartLINK,All,21071,348.6
03/11/2023,Miami,TR,All,27,1079.7
03/11/2023,Miami,No Tech,All,2,81
03/11/2023,New Orleans,All,All,4893,554.8
03/11/2023,New Orleans,GPS,All,125,417.2
03/11/2023,New Orleans,SmartLINK,All,4648,533.5
03/11/2023,New Orleans,TR,All,118,1545.6
03/11/2023,New Orleans,No Tech,All,2,88
03/11/2023,New York,All,All,11510,442.1
03/11/2023,New York,GPS,All,326,510.6
03/11/2023,New York,SmartLINK,All,10935,408
03/11/2023,New York,TR,All,242,1889.2
03/11/2023,New York,No Tech,All,7,444.6
03/11/2023,Newark,All,All,16393,761
03/11/2023,Newark,GPS,All,183,484.3
03/11/2023,Newark,SmartLINK,All,14749,618.2
03/11/2023,Newark,TR,All,1444,2254
03/11/2023,Newark,No Tech,All,17,800
03/11/2023,Philadelphia,All,All,10063,398.7
03/11/2023,Philadelphia,GPS,All,23,374.3
03/11/2023,Philadelphia,SmartLINK,All,9985,392.9
03/11/2023,Philadelphia,TR,All,52,1505.4
03/11/2023,Philadelphia,No Tech,All,3,936.7
03/11/2023,Phoenix,All,All,19865,123.4
03/11/2023,Phoenix,GPS,All,237,371
03/11/2023,Phoenix,SmartLINK,All,18502,121.1
03/11/2023,Phoenix,No Tech,All,1126,107.6
03/11/2023,Salt Lake City,All,All,10785,453.6
03/11/2023,Salt Lake City,GPS,All,61,655.6
03/11/2023,Salt Lake City,SmartLINK,All,10448,430.4
03/11/2023,Salt Lake City,TR,All,265,1332.7
03/11/2023,Salt Lake City,No Tech,All,11,121.5
03/11/2023,San Antonio,All,All,24888,187.6
03/11/2023,San Antonio,GPS,All,169,180.3
03/11/2023,San Antonio,SmartLINK,All,20681,188.3
03/11/2023,San Antonio,TR,All,601,462
03/11/2023,San Antonio,No Tech,All,3437,136
03/11/2023,San Diego,All,All,12143,202.1
03/11/2023,San Diego,GPS,All,177,889.7
03/11/2023,San Diego,SmartLINK,All,11390,169.3
03/11/2023,San Diego,TR,All,150,2029
03/11/2023,San Diego,No Tech,All,426,149.6
03/11/2023,San Francisco,All,All,20441,797.8
03/11/2023,San Francisco,GPS,All,636,518.9
03/11/2023,San Francisco,SmartLINK,All,15968,525.1
03/11/2023,San Francisco,TR,All,3827,1981.6
03/11/2023,San Francisco,No Tech,All,10,987.1
03/11/2023,Seattle,All,All,7145,663.8
03/11/2023,Seattle,GPS,All,111,212
03/11/2023,Seattle,SmartLINK,All,6535,562.8
03/11/2023,Seattle,TR,All,485,2128.3
03/11/2023,Seattle,No Tech,All,14,652.5
03/11/2023,St Paul,All,All,3266,948.1
03/11/2023,St Paul,GPS,All,95,668.8
03/11/2023,St Paul,SmartLINK,All,2747,750.4
03/11/2023,St Paul,TR,All,410,2320.3
03/11/2023,St Paul,No Tech,All,14,1445.6
03/11/2023,Washington DC,All,All,5030,554.9
03/11/2023,Washington DC,GPS,All,287,529.7
03/11/2023,Washington DC,SmartLINK,All,4709,550.2
03/11/2023,Washington DC,TR,All,28,1500.8
03/11/2023,Washington DC,No Tech,All,6,1043.7
02/25/2023,,Total,All,293167,420.6
02/25/2023,Atlanta,All,All,5109,616.3
02/25/2023,Atlanta,GPS,All,320,532.2
02/25/2023,Atlanta,SmartLINK,All,4376,505.8
02/25/2023,Atlanta,TR,All,411,1860.2
02/25/2023,Atlanta,No Tech,All,2,75
02/25/2023,Baltimore,All,All,3575,631.9
02/25/2023,Baltimore,GPS,All,72,430.1
02/25/2023,Baltimore,SmartLINK,All,3325,582.1
02/25/2023,Baltimore,TR,All,178,1643.1
02/25/2023,Baltimore,No Tech,All,,0
02/25/2023,Boston,All,All,10430,304.9
02/25/2023,Boston,GPS,All,109,288
02/25/2023,Boston,SmartLINK,All,10303,305
02/25/2023,Boston,TR,All,7,850.1
02/25/2023,Boston,No Tech,All,11,61.5
02/25/2023,Buffalo,All,All,697,839.6
02/25/2023,Buffalo,GPS,All,6,556.5
02/25/2023,Buffalo,SmartLINK,All,330,227.1
02/25/2023,Buffalo,TR,All,361,1404.3
02/25/2023,Chicago,All,All,16045,603.1
02/25/2023,Chicago,GPS,All,260,543.9
02/25/2023,Chicago,SmartLINK,All,14549,481
02/25/2023,Chicago,TR,All,1231,2061
02/25/2023,Chicago,No Tech,All,5,61.6
02/25/2023,Dallas,All,All,1763,602.3
02/25/2023,Dallas,GPS,All,68,395.9
02/25/2023,Dallas,SmartLINK,All,1679,603.2
02/25/2023,Dallas,TR,All,15,1467.9
02/25/2023,Dallas,No Tech,All,1,110
02/25/2023,Denver,All,All,3227,503.2
02/25/2023,Denver,GPS,All,21,461.2
02/25/2023,Denver,SmartLINK,All,3086,438
02/25/2023,Denver,TR,All,118,2215.8
02/25/2023,Denver,No Tech,All,2,364
02/25/2023,Detroit,All,All,9610,901.7
02/25/2023,Detroit,GPS,All,59,821.8
02/25/2023,Detroit,SmartLINK,All,8736,771.8
02/25/2023,Detroit,TR,All,814,2302.7
02/25/2023,Detroit,No Tech,All,1,86
02/25/2023,El Paso,All,All,17092,177.8
02/25/2023,El Paso,GPS,All,115,429.8
02/25/2023,El Paso,SmartLINK,All,10579,177.2
02/25/2023,El Paso,TR,All,403,1273.4
02/25/2023,El Paso,No Tech,All,5995,100.5
02/25/2023,Harlingen,All,All,40107,186.4
02/25/2023,Harlingen,GPS,All,222,382.4
02/25/2023,Harlingen,SmartLINK,All,36542,191.5
02/25/2023,Harlingen,TR,All,8,438.3
02/25/2023,Harlingen,No Tech,All,3335,116.7
02/25/2023,Houston,All,All,3234,295.7
02/25/2023,Houston,GPS,All,338,479.9
02/25/2023,Houston,SmartLINK,All,2891,273.3
02/25/2023,Houston,TR,All,4,950.8
02/25/2023,Houston,No Tech,All,1,173
02/25/2023,Los Angeles,All,All,14268,530.5
02/25/2023,Los Angeles,GPS,All,439,567
02/25/2023,Los Angeles,SmartLINK,All,11677,332.7
02/25/2023,Los Angeles,TR,All,2146,1600.2
02/25/2023,Los Angeles,No Tech,All,6,154.5
02/25/2023,Miami,All,All,20699,355
02/25/2023,Miami,GPS,All,696,412.2
02/25/2023,Miami,SmartLINK,All,19971,351.8
02/25/2023,Miami,TR,All,30,1129
02/25/2023,Miami,No Tech,All,2,277
02/25/2023,New Orleans,All,All,4906,565.8
02/25/2023,New Orleans,GPS,All,115,431.9
02/25/2023,New Orleans,SmartLINK,All,4667,542.8
02/25/2023,New Orleans,TR,All,124,1556.1
02/25/2023,New Orleans,No Tech,All,,0
02/25/2023,New York,All,All,11504,440.3
02/25/2023,New York,GPS,All,338,528.8
02/25/2023,New York,SmartLINK,All,10914,405.7
02/25/2023,New York,TR,All,242,1886.5
02/25/2023,New York,No Tech,All,10,285.6
02/25/2023,Newark,All,All,16424,767.9
02/25/2023,Newark,GPS,All,190,517.9
02/25/2023,Newark,SmartLINK,All,14769,625.8
02/25/2023,Newark,TR,All,1448,2250.4
02/25/2023,Newark,No Tech,All,17,804.7
02/25/2023,Philadelphia,All,All,9894,405.6
02/25/2023,Philadelphia,GPS,All,27,409.4
02/25/2023,Philadelphia,SmartLINK,All,9809,399.1
02/25/2023,Philadelphia,TR,All,54,1525.9
02/25/2023,Philadelphia,No Tech,All,4,1114.8
02/25/2023,Phoenix,All,All,19943,125
02/25/2023,Phoenix,GPS,All,329,366
02/25/2023,Phoenix,SmartLINK,All,18255,122.9
